BEST_POSITION,FOOT,ATTACKING_WORK_RATE,DEFENSIVE_WORK_RATE,AGE,OVERALL,VALUE,POTENTIAL,HEIGHT,WEIGHT,SKILL_MOVES,WEEK_FOOT_ABILITY
MIDFIELD,Left,High,Medium,26,73,4700000.0,74,5.1,163,3.0,3.0
FORWARD,Right,High,Medium,27,71,2500000.0,71,5.8,146,3.0,4.0
FORWARD,Right,High,Medium,28,66,675000.0,66,6.0,179,2.0,2.0
DEFENSIVE,Right,Medium,High,28,74,4900000.0,74,6.2,170,2.0,3.0
DEFENSIVE,Right,Medium,Medium,27,66,575000.0,66,5.1,176,2.0,3.0
DEFENSIVE,Left,Low,Medium,31,67,575000.0,67,6.1,161,2.0,2.0
MIDFIELD,Left,High,Low,26,74,0.0,74,6.0,170,4.0,4.0
FORWARD,Left,Medium,Medium,26,66,775000.0,67,6.1,176,3.0,3.0
DEFENSIVE,Left,High,High,32,65,325000.0,65,5.7,150,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,30,65,425000.0,66,6.2,194,1.0,2.0
DEFENSIVE,Right,Low,Medium,31,68,675000.0,68,6.2,170,2.0,3.0
DEFENSIVE,Right,Medium,High,27,67,825000.0,70,6.2,181,2.0,3.0
DEFENSIVE,Right,Medium,High,29,62,250000.0,62,5.1,161,2.0,4.0
DEFENSIVE,Right,Medium,Medium,31,66,475000.0,66,5.8,150,3.0,4.0
MIDFIELD,Right,Medium,Medium,29,77,5437500.0,77,5.1,168,3.0,4.0
MIDFIELD,Right,High,High,30,59,140000.0,59,5.9,170,2.0,4.0
MIDFIELD,Right,Medium,Medium,25,66,800000.0,69,5.8,154,3.0,3.0
MIDFIELD,Left,Medium,High,32,62,230000.0,62,5.7,146,3.0,4.0
FORWARD,Right,Medium,Medium,22,62,450000.0,70,6.3,185,2.0,3.0
FORWARD,Right,Medium,Medium,30,62,300000.0,62,6.0,176,2.0,4.0
MIDFIELD,Left,High,Medium,30,69,1000000.0,69,5.5,139,4.0,3.0
DEFENSIVE,Right,Medium,Medium,25,60,240000.0,64,6.3,165,2.0,3.0
FORWARD,Right,High,Medium,23,66,925000.0,73,5.9,154,2.0,3.0
MIDFIELD,Right,High,Medium,28,78,5437500.0,78,5.7,148,4.0,4.0
MIDFIELD,Left,Medium,High,26,74,5437500.0,75,5.7,154,3.0,3.0
MIDFIELD,Left,High,High,27,81,5437500.0,83,5.7,137,4.0,4.0
DEFENSIVE,Left,High,Medium,27,73,3600000.0,73,5.11,165,2.0,3.0
MIDFIELD,Right,High,Low,25,68,1100000.0,69,5.8,165,2.0,2.0
GOAL KEEPER,Right,Medium,Medium,27,78,5437500.0,80,6.1,187,1.0,2.0
DEFENSIVE,Left,High,High,25,65,600000.0,68,5.1,165,2.0,2.0
MIDFIELD,Right,High,Low,28,68,900000.0,68,6.0,163,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,24,62,275000.0,66,6.0,179,1.0,3.0
DEFENSIVE,Right,Low,Medium,26,65,600000.0,68,6.2,187,2.0,2.0
DEFENSIVE,Left,Medium,Medium,25,74,5437500.0,77,6.2,181,2.0,2.0
FORWARD,Left,High,Medium,28,90,5437500.0,90,5.9,157,4.0,3.0
GOAL KEEPER,Right,Medium,Medium,29,67,550000.0,67,6.1,163,1.0,3.0
DEFENSIVE,Right,Medium,Medium,28,65,475000.0,65,5.1,170,2.0,3.0
DEFENSIVE,Left,High,Medium,26,68,950000.0,70,6.2,170,3.0,3.0
MIDFIELD,Right,Medium,High,26,69,1300000.0,72,5.1,172,3.0,4.0
DEFENSIVE,Right,High,Medium,26,65,575000.0,67,5.1,161,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,62,350000.0,63,6.0,143,3.0,3.0
MIDFIELD,Right,Medium,High,34,67,275000.0,67,5.1,161,2.0,3.0
MIDFIELD,Right,Medium,High,27,69,1200000.0,70,5.7,139,3.0,3.0
DEFENSIVE,Left,High,Medium,33,68,400000.0,68,5.1,168,2.0,2.0
DEFENSIVE,Right,Medium,Medium,25,65,625000.0,69,5.11,159,3.0,3.0
FORWARD,Right,Medium,Medium,23,68,1200000.0,72,5.11,176,3.0,4.0
MIDFIELD,Right,High,High,28,70,1800000.0,70,5.11,165,3.0,3.0
MIDFIELD,Right,Medium,High,26,69,1300000.0,72,5.8,154,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,28,70,1500000.0,72,6.2,187,1.0,2.0
FORWARD,Right,High,High,27,71,2800000.0,72,5.11,161,3.0,3.0
FORWARD,Right,Medium,Low,27,70,0.0,70,5.11,148,3.0,3.0
FORWARD,Right,High,Medium,29,74,5437500.0,74,5.9,152,4.0,3.0
FORWARD,Right,Medium,Medium,27,64,475000.0,64,5.7,134,3.0,3.0
FORWARD,Left,High,Medium,29,73,3900000.0,73,5.8,141,3.0,2.0
FORWARD,Right,High,High,32,66,525000.0,66,6.0,174,2.0,4.0
FORWARD,Right,Medium,Low,25,61,325000.0,64,5.11,165,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,64,475000.0,64,5.11,183,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,24,69,975000.0,72,6.1,176,1.0,2.0
FORWARD,Right,Medium,Medium,26,68,1100000.0,69,6.0,181,3.0,3.0
MIDFIELD,Right,High,Medium,27,72,3200000.0,72,6.1,185,3.0,4.0
DEFENSIVE,Right,Medium,Medium,26,64,475000.0,66,6.1,201,2.0,2.0
MIDFIELD,Right,Medium,High,26,87,5437500.0,89,6.2,172,3.0,2.0
MIDFIELD,Right,Medium,Low,24,65,675000.0,68,5.9,152,3.0,3.0
FORWARD,Left,Medium,Low,27,70,1900000.0,70,6.1,168,3.0,4.0
MIDFIELD,Left,Medium,High,26,69,1100000.0,71,5.1,161,2.0,2.0
FORWARD,Left,High,Medium,26,76,5437500.0,79,5.11,172,3.0,3.0
MIDFIELD,Right,High,Medium,26,76,5437500.0,77,5.9,165,3.0,3.0
MIDFIELD,Right,Medium,Low,25,73,5000000.0,76,5.11,163,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,25,69,1000000.0,74,6.3,179,1.0,3.0
GOAL KEEPER,Right,Medium,Medium,25,75,4500000.0,80,6.4,176,1.0,2.0
FORWARD,Right,Medium,Medium,20,66,675000.0,79,5.9,157,3.0,4.0
DEFENSIVE,Right,Low,Medium,30,74,4600000.0,74,6.2,185,2.0,5.0
DEFENSIVE,Right,Medium,Medium,27,58,110000.0,58,5.9,152,2.0,3.0
DEFENSIVE,Right,Medium,High,32,61,160000.0,61,5.1,152,2.0,3.0
MIDFIELD,Right,Medium,High,30,63,300000.0,63,5.1,163,2.0,3.0
MIDFIELD,Left,Medium,Low,33,65,325000.0,65,5.1,161,3.0,3.0
DEFENSIVE,Right,Medium,Medium,27,67,825000.0,70,6.3,190,2.0,2.0
FORWARD,Right,Medium,Medium,26,63,450000.0,65,6.1,176,2.0,3.0
MIDFIELD,Right,Medium,Medium,32,70,1300000.0,70,5.5,141,2.0,3.0
FORWARD,Right,High,Low,28,70,1800000.0,70,5.1,163,3.0,3.0
MIDFIELD,Right,Medium,Medium,28,72,3100000.0,73,6.0,154,3.0,3.0
DEFENSIVE,Left,High,Medium,25,75,5437500.0,78,5.11,159,3.0,2.0
MIDFIELD,Left,Medium,Medium,25,70,2100000.0,71,6.0,168,3.0,4.0
DEFENSIVE,Right,Medium,High,32,66,425000.0,66,6.3,185,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,56,100000.0,56,5.8,163,3.0,3.0
MIDFIELD,Right,High,Medium,25,84,5437500.0,88,6.2,168,3.0,4.0
DEFENSIVE,Right,Medium,Medium,27,72,2800000.0,72,5.9,159,3.0,2.0
DEFENSIVE,Right,Medium,High,27,66,700000.0,69,6.1,176,2.0,3.0
DEFENSIVE,Left,Medium,High,31,75,4900000.0,75,6.4,183,2.0,3.0
DEFENSIVE,Left,Medium,Medium,27,73,4200000.0,75,6.2,176,2.0,3.0
DEFENSIVE,Right,Medium,High,26,64,475000.0,66,6.0,165,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,71,2900000.0,74,6.0,165,4.0,3.0
MIDFIELD,Right,Low,High,28,70,1800000.0,71,6.0,161,2.0,3.0
FORWARD,Right,Medium,Low,25,66,825000.0,69,6.1,172,3.0,3.0
FORWARD,Left,High,Medium,31,71,2100000.0,71,5.7,134,3.0,3.0
MIDFIELD,Right,Medium,Low,25,69,1300000.0,71,5.8,161,3.0,4.0
MIDFIELD,Right,Medium,Medium,32,69,700000.0,69,5.8,154,2.0,3.0
DEFENSIVE,Left,Medium,High,34,69,400000.0,69,6.2,192,2.0,3.0
DEFENSIVE,Left,High,Medium,31,76,5437500.0,76,5.8,163,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,74,5437500.0,77,6.0,176,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,25,62,300000.0,67,6.4,176,1.0,3.0
DEFENSIVE,Right,Medium,High,27,69,1100000.0,71,5.11,170,2.0,3.0
DEFENSIVE,Right,Medium,Medium,29,67,650000.0,67,6.0,170,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,68,1100000.0,71,5.1,154,3.0,4.0
MIDFIELD,Right,High,High,23,73,5437500.0,78,5.11,148,4.0,4.0
MIDFIELD,Left,High,Medium,33,75,4000000.0,75,5.11,161,3.0,4.0
MIDFIELD,Right,Medium,Low,27,73,4200000.0,73,5.1,154,4.0,2.0
DEFENSIVE,Right,Medium,Medium,26,67,850000.0,70,6.2,183,2.0,3.0
DEFENSIVE,Right,High,Medium,26,74,5437500.0,76,5.11,163,3.0,3.0
MIDFIELD,Left,High,Low,30,70,1700000.0,70,5.9,146,3.0,2.0
FORWARD,Right,High,Low,30,75,5437500.0,75,6.0,172,4.0,4.0
MIDFIELD,Right,Medium,Medium,25,71,3100000.0,75,5.1,172,3.0,4.0
DEFENSIVE,Right,Medium,Medium,27,72,3300000.0,74,6.2,185,2.0,2.0
DEFENSIVE,Right,Medium,Medium,27,69,1100000.0,72,6.1,185,2.0,3.0
DEFENSIVE,Left,High,Medium,27,78,5437500.0,78,6.1,192,3.0,2.0
DEFENSIVE,Left,Medium,Medium,24,65,650000.0,70,6.1,163,2.0,3.0
MIDFIELD,Right,High,High,29,67,750000.0,67,6.1,185,3.0,3.0
MIDFIELD,Right,Medium,Medium,27,64,475000.0,64,5.8,148,3.0,4.0
MIDFIELD,Left,High,Medium,28,72,3100000.0,72,5.11,161,3.0,3.0
MIDFIELD,Left,Medium,Medium,26,84,5437500.0,85,5.7,157,4.0,2.0
MIDFIELD,Right,Medium,Medium,25,70,2300000.0,74,5.6,154,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,28,61,230000.0,64,6.0,187,1.0,2.0
DEFENSIVE,Right,Medium,High,29,68,750000.0,68,6.5,190,2.0,3.0
DEFENSIVE,Right,High,Medium,30,72,2500000.0,72,5.1,163,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,26,67,725000.0,71,6.2,194,1.0,2.0
MIDFIELD,Right,Medium,Medium,24,61,350000.0,66,5.1,163,2.0,2.0
GOAL KEEPER,Left,Medium,Medium,28,82,5437500.0,84,6.1,179,1.0,2.0
MIDFIELD,Right,Medium,Medium,24,64,600000.0,69,6.1,172,3.0,4.0
FORWARD,Right,High,Medium,27,78,5437500.0,79,6.2,194,3.0,4.0
GOAL KEEPER,Left,Medium,Medium,29,76,5437500.0,77,6.4,172,1.0,2.0
DEFENSIVE,Right,Medium,High,27,73,4400000.0,76,6.1,174,2.0,3.0
MIDFIELD,Right,Medium,High,27,84,5437500.0,85,6.1,170,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,27,73,3500000.0,76,6.4,198,1.0,2.0
DEFENSIVE,Left,Medium,Medium,27,71,2500000.0,73,6.2,187,2.0,3.0
MIDFIELD,Right,Medium,Medium,29,65,525000.0,65,5.9,143,3.0,3.0
DEFENSIVE,Right,High,Medium,27,70,1600000.0,70,5.1,159,3.0,3.0
DEFENSIVE,Left,High,Medium,26,67,800000.0,69,5.9,172,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,26,63,350000.0,68,6.4,185,1.0,4.0
DEFENSIVE,Right,Medium,Medium,28,74,5437500.0,75,6.0,172,2.0,5.0
MIDFIELD,Left,Medium,Medium,25,81,5437500.0,82,6.4,176,3.0,3.0
MIDFIELD,Right,Low,High,26,72,3700000.0,74,5.11,157,3.0,2.0
MIDFIELD,Right,High,Medium,26,68,950000.0,68,5.8,148,4.0,3.0
MIDFIELD,Right,Medium,High,26,73,4800000.0,75,5.7,141,4.0,4.0
GOAL KEEPER,Right,Medium,Medium,26,63,350000.0,68,6.4,196,1.0,3.0
MIDFIELD,Right,Medium,Medium,26,65,650000.0,68,5.11,163,3.0,3.0
MIDFIELD,Right,High,Medium,25,71,3100000.0,76,5.8,157,3.0,5.0
DEFENSIVE,Right,High,Low,28,64,375000.0,64,5.6,134,3.0,4.0
MIDFIELD,Right,Medium,Medium,17,60,550000.0,79,5.7,132,3.0,4.0
DEFENSIVE,Left,High,Medium,24,84,5437500.0,88,5.7,152,3.0,2.0
FORWARD,Right,Medium,Medium,28,66,675000.0,66,6.0,168,3.0,3.0
DEFENSIVE,Right,Medium,High,27,66,675000.0,68,6.5,185,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,67,900000.0,68,6.0,146,3.0,4.0
DEFENSIVE,Right,High,Medium,28,78,5437500.0,80,6.2,185,2.0,4.0
MIDFIELD,Right,Medium,Medium,25,66,800000.0,69,5.11,159,3.0,3.0
DEFENSIVE,Right,Low,Medium,26,67,850000.0,70,6.0,163,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,70,2100000.0,74,5.11,165,3.0,3.0
MIDFIELD,Right,Medium,Low,26,70,0.0,73,5.8,150,4.0,5.0
MIDFIELD,Right,Medium,Medium,26,63,450000.0,66,5.1,146,2.0,3.0
DEFENSIVE,Left,High,Medium,31,72,2200000.0,72,5.1,146,3.0,4.0
MIDFIELD,Right,High,High,27,71,2400000.0,71,5.8,154,2.0,4.0
MIDFIELD,Right,Medium,Medium,30,71,2200000.0,71,5.8,146,3.0,3.0
DEFENSIVE,Right,High,Medium,31,72,0.0,72,5.1,174,3.0,4.0
DEFENSIVE,Right,Medium,Medium,23,61,300000.0,68,6.4,196,2.0,3.0
DEFENSIVE,Right,Medium,Medium,26,76,5437500.0,79,6.0,170,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,33,70,950000.0,70,6.2,183,1.0,3.0
FORWARD,Right,High,Medium,29,60,210000.0,60,5.11,159,2.0,3.0
MIDFIELD,Left,Medium,High,24,64,550000.0,65,5.8,154,3.0,3.0
FORWARD,Right,Medium,Medium,27,69,1100000.0,69,6.0,174,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,24,59,160000.0,61,6.0,170,1.0,2.0
DEFENSIVE,Right,Low,High,29,66,550000.0,66,6.1,170,2.0,3.0
FORWARD,Right,Medium,Low,33,64,275000.0,64,6.1,170,2.0,3.0
MIDFIELD,Right,Medium,Medium,29,76,5437500.0,76,5.8,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,29,70,1700000.0,70,5.11,143,3.0,3.0
FORWARD,Right,Medium,Medium,19,58,120000.0,70,6.4,172,2.0,3.0
MIDFIELD,Left,Medium,Medium,28,66,650000.0,66,5.9,150,3.0,4.0
DEFENSIVE,Right,Medium,High,29,68,750000.0,68,6.4,201,2.0,2.0
MIDFIELD,Right,Medium,Medium,26,70,2100000.0,71,5.9,159,3.0,4.0
MIDFIELD,Right,High,Low,28,68,900000.0,68,5.9,168,3.0,3.0
DEFENSIVE,Right,High,High,26,85,5437500.0,87,5.9,154,3.0,4.0
MIDFIELD,Right,Medium,Medium,25,61,325000.0,64,6.2,165,3.0,3.0
MIDFIELD,Right,Medium,Medium,19,73,1500000.0,85,5.11,172,2.0,3.0
GOAL KEEPER,Left,Medium,Medium,26,88,5437500.0,91,6.2,190,1.0,3.0
MIDFIELD,Right,Medium,Medium,28,69,1100000.0,69,5.9,154,4.0,3.0
FORWARD,Right,Medium,Low,27,71,2800000.0,72,6.3,172,3.0,3.0
MIDFIELD,Right,Medium,Medium,25,70,2100000.0,71,5.1,165,4.0,4.0
FORWARD,Right,High,Medium,30,65,500000.0,65,5.8,143,3.0,3.0
MIDFIELD,Right,Medium,Medium,38,75,1400000.0,75,6.0,163,2.0,3.0
DEFENSIVE,Right,High,Low,30,77,5437500.0,77,5.1,159,3.0,2.0
FORWARD,Right,High,Medium,27,78,5437500.0,79,6.2,187,3.0,3.0
MIDFIELD,Left,Medium,Medium,29,65,525000.0,65,5.9,152,3.0,2.0
MIDFIELD,Left,Medium,Medium,25,72,3800000.0,74,5.9,154,3.0,4.0
FORWARD,Left,Medium,Medium,25,64,550000.0,66,6.3,198,3.0,4.0
FORWARD,Right,Medium,Medium,25,78,5437500.0,80,5.11,159,3.0,4.0
DEFENSIVE,Right,Medium,Medium,25,73,4400000.0,76,6.2,154,3.0,3.0
MIDFIELD,Right,High,Medium,28,71,2400000.0,71,5.11,172,3.0,3.0
MIDFIELD,Right,Medium,Medium,27,77,5437500.0,77,5.9,154,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,25,74,5000000.0,78,6.4,187,1.0,3.0
MIDFIELD,Left,High,Low,28,72,3100000.0,72,5.7,154,3.0,3.0
FORWARD,Right,Medium,Medium,26,58,160000.0,61,5.7,163,2.0,3.0
MIDFIELD,Left,High,Medium,30,75,5437500.0,75,5.9,143,4.0,3.0
DEFENSIVE,Left,High,Medium,29,64,375000.0,64,6.0,161,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,24,68,875000.0,72,6.4,216,1.0,3.0
GOAL KEEPER,Left,Medium,Medium,28,73,3500000.0,75,6.2,163,1.0,3.0
MIDFIELD,Right,Medium,Medium,26,70,2200000.0,73,6.0,181,2.0,5.0
GOAL KEEPER,Right,Medium,Medium,26,68,850000.0,72,6.1,183,1.0,3.0
FORWARD,Left,Medium,Low,28,73,4000000.0,73,6.0,154,4.0,3.0
MIDFIELD,Right,Medium,Medium,28,70,1800000.0,70,5.9,154,3.0,3.0
MIDFIELD,Right,High,Medium,27,75,5437500.0,76,5.1,152,4.0,3.0
FORWARD,Left,High,Medium,26,69,1300000.0,70,6.0,179,3.0,2.0
DEFENSIVE,Left,High,Medium,26,67,800000.0,69,6.3,172,2.0,3.0
DEFENSIVE,Left,High,Medium,27,77,5437500.0,78,5.9,146,3.0,3.0
GOAL KEEPER,Right,Medium,Medium,26,79,5437500.0,83,6.3,201,1.0,3.0
MIDFIELD,Right,Medium,Low,25,70,2200000.0,73,6.1,168,4.0,2.0
DEFENSIVE,Left,High,Medium,26,66,0.0,69,5.1,154,2.0,3.0
MIDFIELD,Right,High,Medium,25,65,600000.0,68,5.9,152,3.0,3.0
DEFENSIVE,Right,High,Medium,24,72,3500000.0,77,5.1,168,3.0,2.0
FORWARD,Right,Medium,Medium,28,71,2400000.0,71,6.1,187,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,80,5437500.0,83,5.11,165,4.0,5.0
MIDFIELD,Right,Medium,High,26,67,925000.0,70,5.9,159,3.0,4.0
MIDFIELD,Right,High,High,25,80,5437500.0,83,5.8,157,4.0,3.0
DEFENSIVE,Left,Medium,High,25,83,5437500.0,87,6.2,172,2.0,3.0
MIDFIELD,Right,High,Medium,25,75,5437500.0,78,5.9,161,3.0,4.0
DEFENSIVE,Right,Medium,Medium,25,62,350000.0,66,6.0,154,2.0,3.0
MIDFIELD,Left,Medium,High,27,68,950000.0,68,6.1,172,3.0,3.0
MIDFIELD,Right,High,High,27,67,850000.0,68,6.1,187,3.0,3.0
DEFENSIVE,Right,High,High,33,72,1400000.0,72,6.0,159,2.0,3.0
FORWARD,Right,High,Medium,27,72,3300000.0,72,5.1,154,5.0,4.0
FORWARD,Right,Medium,Low,28,73,4100000.0,73,5.11,170,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,75,5437500.0,78,6.2,185,3.0,3.0
DEFENSIVE,Right,High,High,26,81,5437500.0,84,5.7,154,3.0,3.0
MIDFIELD,Right,High,Medium,27,78,5437500.0,78,5.9,163,4.0,4.0
DEFENSIVE,Right,Medium,High,26,71,2600000.0,74,6.4,185,2.0,5.0
DEFENSIVE,Right,Medium,High,26,63,425000.0,66,6.1,154,2.0,3.0
MIDFIELD,Right,Medium,High,28,74,5000000.0,74,6.2,174,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,26,67,700000.0,70,6.4,198,1.0,3.0
DEFENSIVE,Right,Low,Medium,28,66,575000.0,66,6.4,185,2.0,2.0
MIDFIELD,Left,High,Medium,25,67,925000.0,69,5.9,159,3.0,4.0
MIDFIELD,Right,Medium,Medium,28,65,550000.0,65,5.11,161,3.0,4.0
MIDFIELD,Left,High,Medium,25,73,5000000.0,77,5.1,154,3.0,3.0
MIDFIELD,Right,Medium,Medium,30,66,525000.0,66,5.1,161,3.0,3.0
FORWARD,Left,Medium,Medium,26,66,800000.0,68,5.11,161,3.0,2.0
DEFENSIVE,Right,High,Medium,28,64,375000.0,64,5.9,139,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,27,65,500000.0,69,6.1,168,1.0,2.0
MIDFIELD,Left,High,Low,27,79,0.0,80,5.6,148,4.0,2.0
DEFENSIVE,Right,High,Medium,26,83,5437500.0,86,6.0,163,4.0,3.0
DEFENSIVE,Right,High,Medium,26,72,3500000.0,76,6.0,150,2.0,3.0
FORWARD,Right,Medium,High,29,67,750000.0,67,6.1,176,2.0,4.0
DEFENSIVE,Right,Medium,High,30,68,700000.0,68,5.7,143,2.0,3.0
MIDFIELD,Left,Medium,Medium,27,71,2400000.0,71,6.0,183,3.0,3.0
MIDFIELD,Left,High,Medium,28,78,5437500.0,78,5.7,143,3.0,3.0
MIDFIELD,Left,Medium,Medium,30,73,3800000.0,73,5.11,154,3.0,4.0
DEFENSIVE,Right,Low,High,27,68,950000.0,70,6.4,190,2.0,2.0
DEFENSIVE,Right,Low,Medium,26,70,2000000.0,73,6.2,168,2.0,3.0
FORWARD,Right,Medium,Low,26,71,2800000.0,72,6.4,176,3.0,4.0
MIDFIELD,Right,Medium,Medium,24,71,3100000.0,76,5.8,161,3.0,4.0
GOAL KEEPER,Right,Medium,Medium,22,67,900000.0,76,6.2,176,1.0,2.0
MIDFIELD,Right,High,Medium,28,74,5437500.0,74,5.9,159,4.0,4.0
DEFENSIVE,Right,High,Medium,28,74,4800000.0,74,5.7,137,3.0,4.0
MIDFIELD,Left,Medium,High,25,79,5437500.0,80,6.0,148,4.0,2.0
MIDFIELD,Left,Medium,Medium,26,74,5437500.0,77,5.1,154,3.0,4.0
DEFENSIVE,Right,High,Medium,25,79,5437500.0,83,6.0,183,3.0,3.0
DEFENSIVE,Left,Medium,Medium,24,72,3800000.0,78,6.3,205,2.0,3.0
FORWARD,Right,High,High,24,61,350000.0,66,5.8,194,3.0,3.0
MIDFIELD,Right,High,Medium,25,68,1200000.0,72,6.0,165,3.0,3.0
MIDFIELD,Right,Medium,High,26,67,800000.0,68,6.1,163,2.0,3.0
DEFENSIVE,Right,Medium,Medium,29,72,2900000.0,73,6.4,209,2.0,2.0
DEFENSIVE,Right,Medium,Medium,28,69,1000000.0,70,5.11,165,2.0,3.0
DEFENSIVE,Left,High,Medium,28,82,5437500.0,82,6.2,192,3.0,3.0
MIDFIELD,Right,Medium,Medium,26,64,550000.0,67,5.11,170,3.0,2.0
DEFENSIVE,Right,Medium,High,28,76,5437500.0,77,6.2,181,2.0,2.0
DEFENSIVE,Left,Medium,Medium,25,63,400000.0,66,5.11,165,2.0,2.0
MIDFIELD,Left,Medium,High,25,70,2300000.0,75,6.0,172,3.0,3.0
DEFENSIVE,Left,High,Medium,28,73,0.0,73,6.0,179,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,73,4800000.0,78,6.2,170,3.0,3.0
MIDFIELD,Right,Medium,Medium,25,70,2000000.0,72,6.2,176,2.0,4.0
MIDFIELD,Right,Medium,Low,30,64,375000.0,64,5.11,168,3.0,3.0
MIDFIELD,Right,Medium,Medium,25,60,250000.0,62,5.9,139,2.0,3.0
FORWARD,Right,Medium,Low,25,70,2300000.0,73,6.1,163,3.0,3.0
MIDFIELD,Right,Medium,High,25,68,950000.0,70,5.9,157,2.0,3.0
DEFENSIVE,Left,Medium,Medium,25,74,5437500.0,78,6.1,192,2.0,4.0
FORWARD,Right,High,Medium,31,73,3600000.0,73,6.2,183,3.0,2.0
DEFENSIVE,Left,Medium,Medium,28,71,2000000.0,71,6.0,165,3.0,2.0
DEFENSIVE,Right,High,Medium,25,70,2300000.0,74,6.2,168,3.0,3.0
DEFENSIVE,Left,High,Medium,25,79,5437500.0,82,5.9,174,3.0,2.0
MIDFIELD,Right,Medium,Medium,24,66,775000.0,71,5.11,150,2.0,3.0
MIDFIELD,Right,Medium,Medium,25,67,950000.0,70,5.1,154,4.0,3.0
DEFENSIVE,Left,Medium,Medium,24,68,1100000.0,75,5.9,161,2.0,3.0
MIDFIELD,Right,High,Medium,26,76,5437500.0,79,5.9,157,3.0,4.0
DEFENSIVE,Left,Medium,Medium,25,64,500000.0,67,5.8,159,2.0,3.0
GOAL KEEPER,Right,Medium,Medium,27,65,500000.0,69,6.4,192,1.0,2.0
MIDFIELD,Right,Medium,Medium,25,63,450000.0,65,5.9,134,3.0,3.0
MIDFIELD,Right,High,Medium,29,64,450000.0,64,5.1,157,3.0,3.0
FORWARD,Right,High,Medium,26,66,800000.0,68,5.11,161,2.0,2.0
FORWARD,Right,Medium,Low,29,69,1000000.0,69,5.9,174,3.0,3.0
DEFENSIVE,Left,Medium,Medium,26,72,3400000.0,75,6.1,172,2.0,2.0
DEFENSIVE,Right,Low,High,34,66,240000.0,66,5.1,181,2.0,3.0
DEFENSIVE,Right,Low,High,29,73,3800000.0,74,6.0,176,2.0,2.0
DEFENSIVE,Left,High,Medium,24,77,5437500.0,81,5.9,154,3.0,3.0
MIDFIELD,Left,High,High,28,68,900000.0,68,5.8,161,3.0,3.0
DEFENSIVE,Right,Medium,Medium,25,74,5437500.0,79,6.4,183,2.0,3.0
MIDFIELD,Right,Medium,Medium,26,72,3600000.0,76,5.9,134,3.0,3.0
MIDFIELD,Right,High,High,26,69,1200000.0,70,5.1,161,3.0,3.0
DEFENSIVE,Right,Low,Medium,27,69,1100000.0,72,6.3,170,2.0,2.0
DEFENSIVE,Right,Medium,Medium,26,78,5437500.0,81,6.0,154,3.0,3.0
MIDFIELD,Right,Medium,High,32,70,1200000.0,70,5.11,152,3.0,3.0
MIDFIELD,Right,High,High,25,66,800000.0,69,5.8,168,3.0,3.0
DEFENSIVE,Right,Medium,High,29,69,875000.0,69,6.2,185,2.0,3.0
DEFENSIVE,Right,High,Medium,27,70,1600000.0,70,5.1,168,3.0,3.0
MIDFIELD,Left,High,High,25,76,5437500.0,81,5.1,150,3.0,4.0
MIDFIELD,Right,High,High,25,79,5437500.0,82,5.11,161,4.0,4.0
DEFENSIVE,Right,High,Medium,25,75,5437500.0,78,6.0,181,2.0,3.0
DEFENSIVE,Left,Low,Medium,30,65,400000.0,65,6.1,183,2.0,3.0
MIDFIELD,Right,Medium,High,27,68,925000.0,68,5.11,161,3.0,3.0
GOAL KEEPER,Left,Medium,Medium,28,71,2000000.0,72,6.2,174,1.0,3.0
MIDFIELD,Right,Medium,High,27,70,1800000.0,71,5.1,150,2.0,2.0
MIDFIELD,Left,High,Medium,27,76,5437500.0,76,5.7,146,4.0,4.0
MIDFIELD,Left,Medium,Medium,25,80,5437500.0,81,6.0,159,4.0,3.0
FORWARD,Left,High,Medium,27,70,1900000.0,70,5.8,154,3.0,2.0
FORWARD,Right,High,Medium,31,73,2900000.0,73,5.5,143,3.0,4.0
